ID,Post,Label
396,Did 180-Day Countdown to UFO Disclosures Begin With COVID-19 Relief Bill?,TRUE
397,Did Pelosi Visit Hair Salon Closed Due to COVID-19?,TRUE
398,Pokemon Global Offensive,FALSE
399,Is 'Pandemicide' a New Word Coined to Describe Trump's COVID-19 Response?,Mixture
400,Justin Trudeau to Pardon All Prisoners Convicted of a Marijuana Offence,FALSE
401,Did Coronavirus Cause a Dr Pepper Shortage?,Mixture
402,Giant Human Footprints Found in China?,Mixture
403,John Kerry Suggests Media Cover Terrorism Less,TRUE
404,Diversity Among Democratic and Republic Interns,Mixture
405,Is Germany Planning To Put Quarantine Violators in Detention Centers and Refugee Camps?,Mixture
406,Have 3D Printed Rhino Horns Been Developed to Stop Poaching?,Mixture
407,Motorcyclists Protest Burkini Ban,FALSE
408,Major Highway Accident After Man Stops in Middle of Highway to Catch Pikachu!,FALSE
409,Hillary Clinton Refused to Congratulate American Gold Medalist?,Mixture
410,Is Pinkeye a Symptom of COVID-19?,Mixture
411,Is Coffee an Effective Protective Measure Against Mosquitoes and Zika?,Mixture
412,Did Pfizer's Former 'Chief Scientist' Say There Was 'No Need for Vaccines'?,Mixture
413,FDA: Frosted Flakes are Healthier than Avocados,Mixture
414,Obama Declares His Family Will Move to Canada If Trump Is Elected,FALSE
415,Do Taller People Have a Heightened Risk of Catching COVID-19?,Mixture
416,Is the CDC Setting Up 'Green Zones' or COVID-19 Containment Camps?,Mixture
417,PokÃ©mon Was Originally Designed for Satanists,FALSE
418,Obama Bribed Iran $400 Million to Release U.S. Prisoners?,FALSE
419,"In Case of Intruder, Should You Ask 911 for a Pizza?",FALSE
420,Are These Real Signs Carried by COVID-19 Anti-Lockdown Protesters?,FALSE
421,What If Only Taxpayers Voted?,FALSE
422,Should Fabric Masks Be Sanitized in a Microwave?,FALSE
423,Does Farting Negate the Use of Masks to Prevent COVID-19?,FALSE
424,U.S. Announces Plans to Ban Pokemon Go Permanently,FALSE
425,Whole Foods Market Bans Gendered Language,Mixture
426,Intelligence Is Inherited Only from Your Mother?,Mixture
427,Did Obama Urge US Pandemic Preparedness in 2014?,TRUE
428,Were 'Doomsday Planes' Mobilized After Trump's COVID-19 Diagnosis?,Mixture
429,Did a Walmart Customer Find a Dead Baby in a Discount DVD Bin?,FALSE
430,Did Former Wells Fargo CEO Say 'Some May Even Die'?,TRUE
431,Did Gov. Andrew Cuomo Say It Was 'Bad News' Pfizer Vaccine Progress Came Under Trump?,Mixture
432,Must All U.S. Businesses Accept Legal Tender as Payment?,FALSE
433,Did 7 Children Die in Senegal from COVID-19 Vaccine?,FALSE
434,Tiny House Giveaway Scam,FALSE
435,Hillary Clinton Is Actually Dead and Has Been Cloned,FALSE
436,American Legislator Wants Canadians Banned from Driving in USA,FALSE
437,Are Bees Born Fully Grown?,FALSE
438,Photograph of Elijah Wood with Identical Twin Brother,FALSE
439,Pretoria Chinese Restaurants Granted Permission to Sell Dog Meat,FALSE
440,Was COVID-19 Found in Packages of Toilet Paper?,FALSE
441,Fireworks Explode in Woman During Shoplifting Attempt,FALSE
442,"Did Scientists Cure Cancer, But No One Took Notice?",Mixture
443,Did the Last Surviving WWII Veteran March Alone in Memorial Day Parade?,FALSE
444,Did James Comey Take Millions from the Clinton Foundation?,Mixture
445,Did Ronald Reagan Predict a Trump Presidency?,FALSE
446,Are Dutch Restaurants Letting People Dine in Personal Pods During COVID-19 Pandemic?,Mixture
447,Is Florida Giving COVID-19 Vaccines to Canadians to Increase Tourism?,Mixture
448,15-Year-Old Killed Trespassing While Playing Pokemon Go,FALSE
449,Is America Really 'Rounding the Turn' on COVID-19?,FALSE
450,Can You Get a Free Coronavirus Test by Donating Blood?,Mixture
451,Lunar Footprint Mystery,FALSE
452,Did Nobel Laureate Tasuku Honjo Say COVID-19 Was 'Man-Made'?,FALSE
453,September 11 Adultery Revelation,FALSE
454,Did the Royal British Legion Stop Selling Poppies to Avoid Offending Minorities?,FALSE
455,Are Gummi Bears Made with Car Wax?,Mixture
456,Plandemic': Was Judy Mikovits Arrested Without a Warrant and Jailed Without Charges?,FALSE
457,Dwayne Johnson Arrested,FALSE
458,Was This Lung Removed from a COVID-19 Patient?,TRUE
459,Tom Hanks Backs Donald Trump for President,FALSE
460,Were Hundreds of COVID-Positive Immigrants 'Recklessly Released' in Texas?,Mixture
461,Does a Viral Photo Show a Real Baby Platypus?,FALSE
462,Did a Florida Teen Die After Attending a Church 'COVID Party'?,Mixture
463,Did 'Live and Let Die' Play as Trump Toured Factory Without COVID-19 Mask?,TRUE
464,Did U.S. Special Forces Kill a Giant in Kandahar?,FALSE
465,Does Googling Any 3-Digit Number Followed by 'New Cases' Reveal COVID-19 Conspiracy?,FALSE
466,Angelina Jolie Death Hoax,FALSE
467,Is This a 1918 Quarantine Ad for the Bell Telephone?,Mixture
468,Did the Obama Administration Fail to Prepare a Pandemic 'Game Plan'?,FALSE
469,Does a Photograph Show Michigan Gov. Whitmer Without a Mask?,FALSE
470,Are US Citizens Married to Immigrants Excluded from COVID-19 Stimulus Checks?,Mixture
471,Fukushima Radiation Causes 100% Infant Mortality Among Orca Whales,FALSE
472,Did Jared Kushner’s Task Force Scrap Nationwide COVID-19 Testing Over Politics?,Mixture
473,Does George Soros Own a Lab That 'Developed' COVID-19?,FALSE
474,Did Obama Admin Give Wuhan Laboratory a $3.7 Million Grant?,Mixture
475,Gary Johnson Said Removal of Firing Pins Makes All Guns Fully Automatic?,Mixture
476,Did Trump Criticize Governors for Backing off Ebola Quarantines in 2014?,TRUE
477,Are These New Zealanders Celebrating the End of COVID-19 Restrictions?,TRUE
478,Did Michigan's Governor Ban the Sale of American Flags?,FALSE
479,Was Hillary Clinton Seriously Injured in a Secret Plane Crash?,FALSE
480,"No, mRNA COVID-19 Vaccines Do Not 'Alter Your DNA'",FALSE
481,Is This 'Good News' List About the COVID-19 Pandemic Accurate?,Mixture
482,Could the 2020 U.S. Presidential Election Be Postponed?,Mixture
483,Does Charmin make Pumpkin Spice Bathroom Tissue?,FALSE
484,Is Amazon Suspending All Deliveries Except Medical Supplies?,Mixture
485,Did CDC Issue Strict Rules for Reopening Schools in Pandemic?,Mixture
486,DNC Walkout Leads to Hundreds of Empty Seats?,Mixture
487,Did Walmart Introduce a Staggered Shopping Schedule?,FALSE
488,John F. Kennedy Donated His Entire Presidential Salary to Charity,TRUE
489,Was 'I Am Legend' Set in 2021? - Fact Check from Snopes.com,FALSE
490,Was Donald Trump Born in the Philippines?,FALSE
491,Did 4 COVID-19 Vaccine Trial Patients Develop Bell's Palsy?,Mixture
492,Customer Liability for Chipped Card (EMV) Fraud,FALSE
493,Does 'ABA' Letter Prove Anyone Making COVID-19 Masks Can Be Sued?,Mixture
494,Does Trump Own Stock in a Company CDC Uses for COVID-19 Tests?,FALSE
495,Did Police Give Instructions for Citizens Rescuing Dogs from Hot Cars?,Mixture
496,"No, Ghislaine Maxwell Has Not Tested Positive for COVID-19 in Jail",FALSE
497,Did Scott Walker Tweet a Year-Old Pizza Picture Twice?,TRUE
498,Was the Body of an Elderly Homeless Man Identified as Elvis Presley?,FALSE
499,Oregon Elementary School Bans Pledge of Allegiance,FALSE
500,Did Trump Suggest Stopping Public Officials' Pay During Pandemic?,FALSE
501,Massive Stone Age Tunnel Stretches from Scotland to Turkey,Mixture
502,Does Glaxo Own the 'Wuhan Lab'?,FALSE
503,Will US Govt. Force COVID-19 Vaccine on Citizens?,FALSE
504,Man Dressed as Clown Arrested After Police Find 11 Bodies Stuffed in Freezers at His Home,FALSE
505,Obama Calls for Black Lives Matter Memorial,FALSE
506,Is This Train Car Carrying 'COVID-19'?,FALSE
507,Tim Kaine Wears Communist Flag Pin at DNC,FALSE
508,"Clown Masks Banned in United States, Carries $50,000 Fine",FALSE
509,Were Ventilators Found 'Stashed' in a Warehouse in New York?,FALSE
510,Is Hobby Lobby Refusing To Close Stores Because of a Message from God?,Mixture
511,Hillary Clinton Used a Teleprompter During the Presidential Debate?,FALSE
512,Did Bernie Sanders Leave the Democratic Party?,Mixture
513,Did Trey Gowdy Say He Was 'Madder Than Hell' at Pelosi's COVID-Relief Remarks?,TRUE
514,Ted Cruz Plots on Air Force One,Mixture
515,Canada Legalizes Heroin?,Mixture
516,Does Kinking a Live Electrical Wire Stop Electricity and Make it Safe?,FALSE
517,St. Cloud Stabbing Victim,FALSE
518,Is This 'Barack + Hussein + Obama = COVID-19' Protest Sign Real?,FALSE
519,Is This Microsoft Logo/Coronavirus Crop Circle Real?,FALSE
520,Australia Becomes First Country to Begin Microchipping Its Public?,FALSE
521,Democratic Party Holding Emergency Meeting to Discuss Replacing Hillary Clinton?,Mixture
522,Snowden Pronounced Dead by His Girlfriend in Russia,FALSE
523,Did Trump Try To Deflect Attention From His COVID-19 Response by Criticizing Obama's to H1N1?,TRUE
524,Did Video Show Italian Army Trucks Transporting Coffins Amid COVID-19 Pandemic?,TRUE
525,Was COVID-19 Created to Distract Us from a Doomsday Asteroid?,FALSE
526,"No, a Nurse Didn't Faint Because of the COVID-19 Vaccine",Mixture
527,Marmite Cures Premature Ejaculation?,Mixture
528,Did Giuliani Tweet That Sex With Barnyard Animals Was Spreading COVID-19?,FALSE
529,"Did Bill Mitchell Tweet 'Let Me Know' When COVID-19 Kills 55,000?",TRUE
530,"To Silence Wikileaks, Hillary Clinton Proposed Drone Strike on Julian Assange?",Mixture
531,Bruce Springsteen Attacks Donald Trump on Twitter,FALSE
532,Did CBS News Use a 2016 Ukraine Photo in COVID-19 Coverage?,FALSE
533,Does H.R. 6666 Require People to Be Vaccinated for COVID-19?,Mixture
534,Did Pence Deliver Empty PPE Boxes to a Rehabilitation Center?,FALSE
535,Did Trump Get Vaccinated for COVID-19 Before Leaving Office?,Mixture
536,Obama to Ban Trucks After Nice Attack,FALSE
537,Did Dr. Roger Hodkinson Call COVID-19 a Hoax?,Mixture
538,70% of Arrested Charlotte Protesters Are Out-of-State Criminals,FALSE
539,Cop Shoots 2-Year-Old Black Baby After Mistaking Pacifier for Gun,FALSE
540,Young Woman Struggles to Open Can of Spaghetti-Os,FALSE
541,Texas Maternal Mortality Rate Doubles After Reproductive Health Restrictions?,Mixture
542,DeRay Mckesson and the Summer of Chaos,FALSE
543,Do Photos Show Las Vegas Homeless Sleeping in 'Social Distanced' Parking Lot?,TRUE
544,Hillary Clinton Supporter Stands on American Flag,FALSE
545,Does This Picture Show Daytona International Speedway Flooded?,FALSE
546,FBI Warned About White Supremacists Infiltrating Police Departments,Mixture
547,Did California 'Forbid' Christians from Singing in Church?,Mixture
548,Do Teens Spread COVID-19 As Fast As Adults?,Mixture
549,Did Russia Release 500 Lions To Enforce COVID-19 Lockdown?,FALSE
550,Did Dr. Fauci Criticize Trump's China Travel Restrictions?,FALSE
551,Mysterious Unidentified Flying Object Over Airport in Turkey,FALSE
552,Is Sweden Moving to a 6-Hour Workday?,Mixture
553,Philando Castile: Crips Gang Member?,Mixture
554,Does This List Prove Voter Fraud in 2012?,FALSE
555,Did Spirit Halloween Say It Would Not Open Stores in 2020?,FALSE
556,Did Trump Say More COVID-19 Testing Makes the US Look Bad?,TRUE
557,Is USPS Closing Soon Because of COVID-19?,Mixture
558,Texas Man Speaks About Black Lives Matter,TRUE
559,Did Climate Activist Greta Thunberg Appear as Coronavirus 'Expert' on CNN Panel?,Mixture
560,Young Protester Stares Down Police,FALSE
561,Does This Phone Number Connect with United Way's COVID-19 Relief Fund?,Mixture
562,Does Hillary Clinton Still Secretly Oppose Marriage Equality?,FALSE
563,Hillary Clinton Failed D.C. Bar Exam,TRUE
564,Was 'America's Frontline Doctor' Simone Gold at US Capitol Attack?,TRUE
565,Brad Pitt Death Hoax,FALSE
566,Jeff Foxworthy Gets Attacked by Liberals After Publicly SLAMMING Hillary Clinton,FALSE
567,Forever 21 Swastika Rings,FALSE
568,"No, Red Cross Is Not Offering Coronavirus Home Tests",FALSE
569,Alton Sterling Killed by Trump Supporter Robert Kinnison,FALSE
570,Donald Trump Congratulates Serena Williams,FALSE
571,Are People With Type-A Blood More Susceptible to COVID-19?,Mixture
572,Are Vegetarians Safe from COVID-19?,FALSE
573,"Khizr Khan Received $375,000 from the Clinton Foundation",FALSE
574,Did Elevation Church Debut a Water Slide Baptismal?,FALSE
575,Did Lack of Social Distancing in 1918 Pandemic Cause More Deaths Than WWI?,Mixture
576,"Is This Joker Right That 'COVID's Over, Baby'?",FALSE
577,Do Flu Vaccines Increase Your Risk of Testing Positive for COVID-19?,FALSE
578,CIA Agents Arrested in Turkey for Erdogan Assassination Attempt,Mixture
579,Did Scientists Conclude Asymptomatic COVID Patients Can't Spread Virus?,FALSE
580,Obama Raises the Retirement Age to 73,FALSE
581,"Donald Trump Donated Food, Supplies to Victims of Hurricane Matthew in North Carolina",TRUE
582,Old Reginald Denny Beating Picture Circulates Urging Drivers to Run Over Protesters,Mixture
583,Is a Testicular Blow Exponentially More Painful Than Childbirth?,FALSE
584,11 States Agree to Implement and Enforce Truck Curfew,FALSE
585,Is It Dangerous to Wear a COVID-19 Protective Mask for Too Long?,Mixture
586,Did Coronavirus Vaccine Story Run Same Day as Reports of Kobe's Death?,TRUE
587,Does Microsoft Own Patent '666' About Implanting Microchips in People?,Mixture
588,Did Ruth Bader Ginsburg Say that Pedophilia Was Good for Children?,FALSE
589,Does Burning Sage Eliminate Airborne Bacteria?,FALSE
590,Does 'Tiger King' Joe Exotic Have Coronavirus?,Mixture
591,Can People Without Disabilities Use an ADA 'Mask Loophole' in Stores?,Mixture
592,Celebrity Summoned to Jury Duty in Your Town!,FALSE
593,Did Experts and Officials Warn in 2018 US Couldn't Respond Effectively to a Pandemic?,TRUE
594,Fireman Suspended and Jailed by Atheist Mayor for Praying at Scene of Fire,FALSE
595,Obama Purging Military for Not Shooting Citizens,FALSE
596,Daily Debunker: Nostradamus and COVID-19,FALSE
597,Kratom Banned by the DEA?,Mixture
598,Trump Donates 50k to Charleston Shooter Family to Move Him to Safer Prison,FALSE
599,Pokemon Go Caused a Fatal Crash in Knoxville?,Mixture
600,Is US Government Requiring Pantyhose Worn Over Masks?,Mixture
601,President Obama Takes a Knee During National Anthem,FALSE
602,Did Democrats Fail To Wear Masks at John Lewis' Funeral?,FALSE
603,Obama Accomplishments,Mixture
604,SCAM: Luxury RV Giveaway,FALSE
605,Is This 'Avoiding the Future Plague' Video a Real PSA From the 1950s?,FALSE
606,Donald Trump Says Harriet Tubman Face Belongs on Foodstamps,FALSE
607,Did Giuliani Correctly Tweet That Wuhan Lab Got $3.7M from US in 2017?,Mixture
608,Did the Trump Administration Send 18 Tons of PPE to China in Early 2020?,TRUE
609,Was Charles Lieber Arrested for Selling the COVID-19 Coronavirus to China?,Mixture
610,France Announces It Will Use Guillotines on Terrorists,FALSE
611,Did Russian Official Say No Booze for 42 Days After COVID Vaccination?,TRUE
612,Killer Clown Leaves Warning Note to Cancel Halloween or Kids Will Die,FALSE
613,Did President Obama Enforce an Islamic Prayer Opening in the U.S. House?,FALSE
614,Has Italy Stopped Treating the Elderly in the COVID-19 Pandemic?,Mixture
615,Are Clorox Wipes and Toilet Paper Sold Out Again?,Mixture
616,Russia Has Amassed Troops to Surround the U.S. Borders,FALSE
617,Did NHS Warn Against Gwyneth Paltrow's COVID-19 Advice?,TRUE
618,Was a 5G Tower Torn Down in China To Stop COVID-19?,FALSE
619,A Bad Lie,FALSE
620,Does This Restaurant Receipt Show a COVID-19 Surcharge?,TRUE
621,Did Colin Kaepernick Convert to Islam?,FALSE
622,Colin Kaepernick Wore Socks Depicting Police as Pigs,TRUE
623,Did Burger King Admit Their Burgers Contain Horsemeat?,FALSE
624,Did US 'Refuse' COVID-19 Testing Kits from the World Health Organization?,Mixture
625,11 States Ban the Use of Electronic Cigarettes in Vehicles?,FALSE
626,Maryland Doctor Who Treated Hillary Clinton for Blood Clot on Brain Mysteriously Dies,FALSE
627,Clinton Campaign Overcharging Poor Donors?,Mixture
628,Is This Meme About Mandatory COVID-19 Vaccinations Accurate?,FALSE
629,Bow Hunting Wild Horses,TRUE
630,Did First COVID-19 Vaccine Recipient Suspiciously Appear in News Report Months Earlier?,FALSE
631,Has SpongeBob SquarePants Been Cancelled?,FALSE
632,Hillary Clinton Wears a Defibrillator?,FALSE
633,Are Doctors and Hospitals Paid More for COVID-19 Patients?,Mixture
634,John Cena Death Hoax,FALSE
635,Peotone High School Bans U.S. Flags,FALSE
636,Do Tulsa Trump Rally Attendees Have To Sign COVID-19 Waiver?,TRUE
637,Tim Kaine Admits to Open Marriage on Twitter,FALSE
638,Do Homeless People Have Access to COVID-19 Stimulus Payments?,TRUE
639,State Cuts Off Water to  Dakota Access Pipeline Protesters?,Mixture
640,Are These Petri Dishes Coughed On With and Without a Mask?,TRUE
641,Can Ivermectin Cure Coronavirus?,Mixture
642,Shocking Video Shows Shark Attacking Surfer,FALSE
643,Did Hillary Clinton Say Christians in America Must Deny Their Faith?,FALSE
644,Leaked 2013 Trump Tax Return Shows He Paid Over 40 Million in Taxes,FALSE
645,Kentucky SNAP Recipient Is Abusing the System With High Balance?,Mixture
646,Is This Cat Wearing a Mask During the 'Spanish Flu'?,Mixture
647,Did Trump Say 'Hundreds' of Governors Are Calling Him Amid COVID-19 Pandemic?,FALSE
648,Did Dolphins and Swans 'Return' to Italian Waterways Amid COVID-19 Lockdown?,Mixture
649,"Due to Religious Intolerance, Facebook Bans All Christian-Themed Content",FALSE
650,Is China Using Anal Swabs to Test for COVID-19?,Mixture
651,Donald Trump Divorced Ivana Because Her Breast Implants Felt Wrong?,Mixture
652,New Dodge Challenger Features Elephant Skin Interior,Mixture
653,Did Dozens of Countries Order COVID-19 Tests in 2018?,FALSE
654,Pokemon Go Program Clears Shelter of Dogs Awaiting Adoption,Mixture
655,Is Santa Officially Exempt from COVID-19 Restrictions in Ireland?,TRUE
656,Is California Separating Children from Parents Who Have COVID-19?,FALSE
657,The Young Family,FALSE
658,Daughter Fertilizes Own Eggs with Sperm of Deceased Father,FALSE
659,Was 'Proud Boy' Rob Cantrell Seen Screaming at Cop at Anti-Lockdown Protest?,FALSE
660,Did Millions of Canceled Cellphones Reveal Unreported Coronavirus Deaths in China?,Mixture
661,"No, a Hair Dryer Won't Stop Coronavirus",FALSE
662,Woman with Concealed Carry Permit Saves Multiple Lives After Stopping Department Store Shooter,FALSE
663,UN Backs Secret Obama Takeover of Police,FALSE
664,Does Ivanka Trump Hold a Trademark on Coffins in China?,Mixture
665,Hillary Clinton Buys Weather Channel Ads During Hurricane Matthew?,TRUE
666,Did a Washington School District Ban Pork Due to a Muslim Outcry?,FALSE
667,Will Prisoners Receive COVID-19 Stimulus Checks?,Mixture
668,Did a Medical Manufacturer Destroy Swabs After Trump's Visit?,Mixture
669,KFC Extra Crispy Sunscreen,TRUE
670,Hillary Clinton Listed As Threat in Army Training Slide,Mixture
671,Should Pregnant Women Avoid COVID-19 Vaccine?,Mixture
672,Trump Claims America Should Never Have Given Canada Its Independence,FALSE
673,Did Ice Cream Test Positive for COVID-19?,TRUE
674,Was Trump's Regeneron 'Cure' Developed Using Stem Cells and Fetal Tissues?,Mixture
675,Did Federal Food Aid Boxes Include White House Letter Crediting Trump?,TRUE
676,Donald Trump Stiffed His Wedding Caterer?,Mixture
677,ABC News Poll Shows Trump with Wide Lead on Clinton,FALSE
678,Was a $380M Deal To Sell TGI Fridays Canceled Due to COVID?,TRUE
679,Reverse Cavities and Heal Tooth Decay with Vitamin D,FALSE
680,Should COVID-19 Patients Avoid Taking Ibuprofen?,Mixture
681,Did President Trump Say 'People Are Dying Today That Have Never Died Before'?,FALSE
682,Are These Claims About the Effectiveness of Face Masks True?,Mixture
683,Did Dr. Rob Oswald Claim COVID-19 Was a Hoax?,FALSE
684,Image of Donald Trump with No Wig or Makeup,FALSE
685,Kermit Gosnell as Surprise DNC Speaker,FALSE
686,Did Trump Tweet He'd Deny Stimulus Checks to Any Who Used #NotMyPresident?,FALSE
687,Does Bill Clinton Have an Illegitimate Son Named Danney Williams?,Mixture
688,Did All Vegas Hotels Except Trump's Donate Rooms for COVID-19 First Responders?,Mixture
689,Meteorologists Predict Record-Shattering Snowfall Coming Soon,FALSE
690,Was the Identity of a Baseball-Stealing Woman Revealed?,FALSE
691,"After Colonoscopy Reveals Brain Tumor, Donald Trump Drops from Race",FALSE
692,Hiroshima vs. Detroit,FALSE
693,Is Corona the Patron Saint of Plagues?,FALSE
694,Did 85 Babies Under Age 1 Test Positive for COVID-19 in Single Texas County?,Mixture
695,Did Trump Add 11.6M Jobs to U.S. Economy During Pandemic?,Mixture
696,Did Dr. Fauci Say There Was 'Nothing to Worry About' in Regards to COVID-19?,Mixture
697,Five Nuclear Carriers in Harbor,Mixture
698,Is Bill Gates Being Sued by India Over Vaccination Deaths?,FALSE
699,Did Neil deGrasse Tyson Address Gender Inequality in Science on Twitter?,FALSE
700,Does Coca-Cola Coax Worms Out of Pork?,FALSE
701,Judges Rules the Government Can Ban Vegetable Gardens,Mixture
702,Maggots Found in Similac Formula Powder?,Mixture
703,Did Melinda Gates Wear an Upside-Down Cross?,Mixture
704,UN Demands U.S. Pay Reparations for Slavery,Mixture
705,Gary Sinise Tweets Hillary Clinton About Guns,FALSE
706,Florida Business Owners Engage In Shootout with Looters; 31 Confirmed Dead,FALSE
707,Did Fauci Lower His Mask at a Baseball Game?,TRUE
708,Is This a Flyer for an 'End the Lockdown Rally'?,TRUE
709,Did New York Throw Away COVID-19 Vaccines? - Fact Check from Snopes,Mixture
710,Did Bill O'Reilly Write an Essay Calling COVID-19 a Chinese Bioweapon?,FALSE
711,Is This COVID-19 Mask Efficacy Chart Accurate?,Mixture
712,Ohio Police Post Graphic Photograph of Adults Passed Out from Heroin with Child in Car,TRUE
713,Are Hallmark Cards Made In China?,Mixture
714,Monsanto Buys Whole Foods,FALSE
715,President Obama: Americans Are Better Off Under Martial Law,FALSE
716,Does This Photograph Show a Praying Mantis Attacking a Hummingbird?,TRUE
717,Did Pelosi Say Congress Would Not Return 'Unless There Is an Emergency'?,Mixture
718,Did 23 People In Norway Die After Receiving COVID Vaccine?,Mixture
719,"Two White Men Doused with Gasoline, Set on Fire by BLM",Mixture
720,Abandoned Polish Wedding Chairs,FALSE
721,Is COVID-19 Being Spread Through Gas Pumps?,Mixture
722,Did Pat Robertson Blame Oral Sex for COVID-19?,FALSE
723,Did Trump Tweet 'My Blood IS the Vaccine'?,FALSE
724,Was the COVID-19 Pandemic Planned in Rockefeller's 'Operation Lockstep'?,FALSE
725,"Did Trump Say He 'Tested Very Positively' for COVID-19, Meaning Negative?",TRUE
726,Is This a Real Letter from Trump to US Sen. Chuck Schumer?,TRUE
727,Bill and Melinda Gates Are Giving Away Free College Textbooks?,Mixture
728,Did Trump Inherit a 'Depleted' Stockpile of Ventilators From Obama?,Mixture
729,Did Mother Teresa Teach Hillary Clinton a Lesson on Abortion?,Mixture
730,Do Energy Drinks Contain Bull Semen?,FALSE
731,Did J.K. Rowling Drop Off Forbes Billionaires List Due to Charitable Donations?,Mixture
732,Definitely Not Friends of Dorothy,FALSE
733,Is a Global Conspiracy Promoting Remdesivir Over Hydroxychloroquine for Treating COVID-19?,FALSE
734,Is Olive Garden Going Out of Business?,FALSE
735,Did the CDC Significantly 'Readjust COVID-19 Death Numbers'?,FALSE
736,Clown Purge on Halloween,FALSE
737,Massachusetts Passes Law Allowing Black Men to Run from Police Due to Racial Profiling?,Mixture
738,Is Canine Coronavirus Vaccine Proof that COVID-19 Vaccine Should Exist?,FALSE
739,Is Netflix Giving Away Free 1-Year Subscriptions Due to COVID-19?,FALSE
740,Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?,Mixture
741,Did Fauci Praise Trump's Handling of COVID-19 Pandemic?,Mixture
742,9/11 Tear Drop Memorial,TRUE
743,Spider Bursts Out of Overripe Banana?,FALSE
744,Will Trump's Name Appear on COVID-19 Stimulus Checks?,TRUE
745,Mike Pence Blames Media for Trump Controversies?,FALSE
746,"Man Sees Dead People, Speaks to God After Being Deprived of His Senses",FALSE
747,Should You Avoid Getting a Flu Shot?,FALSE
748,Did Trump Say This About the COVID-19 Pandemic?,TRUE
749,Did Chinese Virologist Dr. Li-Meng Yan Say COVID-19 Was Made in a Wuhan Lab?,TRUE
750,Did Bill Gates Tell George Magazine That an 'Over-Populated Planet' Would Fall to a 'Lung-Attacking Virus'?,FALSE
751,Did a Houston Store Close on September 11 to Honor a 9/11 Hijacker?,FALSE
752,Are COVID-19 Tracing Apps Secretly Tracking Your Facebook and Phone Contacts?,Mixture
753,Did the Trump Admin Seize COVID-19 Protective Equipment from States?,Mixture
754,Colin Kaepernick Reportedly Found Dead in San Francisco Home,FALSE
755,Is White House Invoking the Stafford Act to Impose a Quarantine and Mobilize the National Guard?,FALSE
756,Is Khizr Khan a Muslim Brotherhood Agent?,Mixture
757,Kanye West Wanted for Jewelry Insurance Scam,FALSE
758,Will mRNA COVID-19 Vaccines Wreak 'Havoc on The Lungs' in 4 to 14 Months?,FALSE
759,Heather Bresch Attacked by Bee Swarm After Raising EpiPen Price?,FALSE
760,"No, Harvey Staub the 'Pharmacist' Is Not Right About COVID",FALSE
761,Michelle Obama Stole Her Speech from Melania Trump,FALSE
762,Did 'Big Smoke Burger' Give a 50% Discount for Customers With COVID-19 Vaccination?,Mixture
763,Did 'Yardi Gras' Replace Mardi Gras Parades in New Orleans?,TRUE
764,Did Biden Inherit 'Nonexistent' COVID-19 Vaccine Distribution Plan?,Mixture
765,Ted Cruz: I Will Endorse Donald Trump for President If He Makes Masturbation Illegal,FALSE
766,Did COVID-19 Vaccination Cause Dr. Gregory Michael's Death?,Mixture
767,"21 Dead, Many Injured in Ontario",FALSE
768,Did the White House Watch the Benghazi Attack and Do Nothing?,FALSE
769,Fact Check Collection: Snopes Debunks 'Plandemic',FALSE
770,Was a Swastika Flag Displayed at Operation Gridlock Protest?,FALSE
771,Did Texas' Lt. Gov. Say 'There Are More Important Things Than Living'?,TRUE
772,Does COVID Stand for 'Chinese-Originated Viral Infectious Disease'?,FALSE
773,Did Tiffany Chokers Originate as Slave Collars?,Mixture
774,Did Joel Osteen's Megachurch Get a $4.4M Coronavirus Loan?,TRUE
775,Did RNC Attendees Forgo Masks And Social Distancing?,TRUE
776,Did a Portuguese Nurse Die Two Days After COVID-19 Vaccination?,Mixture
777,Did Biden Make This Statement About Democracy During a Pandemic?,TRUE
778,Is NYC's COVID-19 Death Rate at Least 250x Higher Than Tokyo's?,Mixture
779,White Billionaire Offers $1 Billion to Breed Lebron and Serena,FALSE
780,Donald Trump Made Donations to NAMBLA?,FALSE
781,Was 'Curb Your Enthusiasm' Filming Season 11 During COVID-19 Pandemic?,TRUE
782,Did Betsy DeVos Say COVID-19 Will 'Only' Kill .02% of US Students?,FALSE
783,Did Biden Say Minorities Don't Know How To Register Online for Vaccines?,Mixture
784,Did an Irish Times Column Express 'Pity' for the US?,TRUE
785,So Long and Thanks for All the Fish,TRUE
786,Usain Bolt Donates All His $20 Million Olympic Earnings to His Former School,FALSE
787,Brandenn Bremmer Suicide,Mixture
788,Were NY Nursing Homes Full of COVID-19 Patients While Hospital Ship Sat Empty?,Mixture
789,Did Georgia Capt. Jay Baker Promote 'Imported Virus From Chy-na' Shirts?,TRUE
790,Was National Stockpile Website Edited After Jared Kushner's Comments?,TRUE
791,U.S. Caught Repainting Fighter Jets to Russian Colors?,FALSE
792,Hillary Clinton Fundraiser Recording,Mixture
793,Did Members of Congress Each Make $100K While Debating $600 Stimulus Checks?,TRUE
794,Catching Sexually Transmitted Diseases While Tanning,Mixture
795,Did a Nationwide US Coin Shortage Occur in Summer 2020?,TRUE
796,Charlotte Tells Rioters Anyone Caught Looting Will Lose Welfare and Food Stamps Permanently,FALSE
