ID,Post,Label
973,"No, Harvey Staub the 'Pharmacist' Is Not Right About COVID",FALSE
974,Is This the 1898 Oklahoma Tornado?,Mixture
975,Does This Photograph Document the Ancient Stump of a Giant Tree?,FALSE
976,Southwest Airlines Las Vegas Ticket Giveaway Scam,FALSE
977,The Kayak and the Whale,FALSE
978,Fabian Suarez #WasteHisTime Murder,FALSE
979,Was a Detroit Firefighter Fired for Bringing a Watermelon to His Station?,TRUE
980,FALSE: El Chapo Threatens ISIS,FALSE
981,Is Pinkeye a Symptom of COVID-19?,Mixture
982,Officer Who Shot Alton Sterling Pictured at KKK Rally,FALSE
983,Are the Unvaccinated Being Forcibly Rounded up in Oklahoma?,FALSE
984,Trump Staffer Convicted of Felony Election Fraud,Mixture
985,Was a Baby Born Holding an IUD?,FALSE
986,Texas Man Speaks About Black Lives Matter,TRUE
987,Is This a Pic of Marijuana Under a Scanning Electron Microscope?,Mixture
988,Will a Deadline of 1 January 2017 Kill the Dakota Access Pipeline?,Mixture
989,Bruce Lee and Elvis Presley in a Dojo?,FALSE
990,Does This Photograph Show a Group of Deported U.S. Veterans?,TRUE
991,Is Harvard University Segregating Graduation Ceremonies?,Mixture
992,Harvard Study Confirms Tibetan Monks Can Raise Body Temperature With Their Minds,TRUE
993,Did a 2005 Movie Feature Hurricanes Named Harvey and Irma?,FALSE
994,Did Donald Trump Say He Will Cut Social Security?,FALSE
995,"Former British Ambassador Says He, Not Russia, Is the DNC Leak",Mixture
996,Are These Golfers Getting Lessons from a Robot Trainer?,Mixture
997,Mike Pence Blames Media for Trump Controversies?,FALSE
998,Was a 'Sacrifice the Weak' Sign Shown at a COVID-19 'ReOpen Tennessee' Rally?,TRUE
999,Do Panhandlers Make $50 an Hour?,Mixture
1000,Is This James Earl Jones Dressed as Darth Vader?,FALSE
1001,Michigan Farmers Forced to Destroy Edible Cherries to Prop Up Imports?,Mixture
1002,Is Hell Endothermic or Exothermic?,FALSE
1003,Does Texas Ban Non-Christians from Adopting Children?,Mixture
1004,Teenage Arizona Couple Moves Out of Chicago After Just One Day Because of Assault?,Mixture
1005,Origins of the Guillotine,FALSE
1006,Deceased FBI Agent Found at Trump Tower with Silenced Pistol,FALSE
1007,Could the 2020 U.S. Presidential Election Be Postponed?,Mixture
1008,Is This a Weasel Riding a Woodpecker?,TRUE
1009,Is Coffee an Effective Protective Measure Against Mosquitoes and Zika?,Mixture
1010,Did Trump Say Governors Had To Treat Him Well To Get COVID-19 Supplies?,Mixture
1011,"No, UK Is Not Texting Fines for Leaving the House",FALSE
1012,Did Pelosi Visit Hair Salon Closed Due to COVID-19?,TRUE
1013,The Miselucidation of Lauryn Hill,FALSE
1014,Is Starbucks Offering $100 Coupons During the COVID-19 Pandemic?,FALSE
1015,Does Sunscreen Contain Harmful Chemicals?,Mixture
1016,Did Burger King Admit Their Burgers Contain Horsemeat?,FALSE
1017,Was the Sandy Hook Elementary School Shooting a Hoax?,FALSE
1018,Trump Promises to Pardon Dylann Roof,FALSE
1019,MISCAPTIONED: Snowfall in Saudi Arabia,FALSE
1020,Is Clothing Retailer Marshalls Still Paying Employees in Puerto Rico?,TRUE
1021,Clouds Over Geneva Show CERN Opening a Portal to a New Dimension?,FALSE
1022,Did Trump Say This About His Plans for a Second Term?,TRUE
1023,Were Illegal Immigrants Arrested for Starting California Wildfires?,FALSE
1024,John Kerry Suggests Media Cover Terrorism Less,TRUE
1025,Was a Statue of Melania Trump Set on Fire in Slovenia?,TRUE
1026,Michigan Farmers Forced to Destroy Edible Cherries to Prop Up Imports?,Mixture
1027,Is This a 1918 Quarantine Ad for the Bell Telephone?,Mixture
1028,Has Tony Podesta Been Arrested in the Mueller Investigation?,FALSE
1029,Are These Real Photos of Tom Hanks at a Diner?,FALSE
1030,106 Dead In California Music Festival Bombing,FALSE
1031,The Maiken and the Birth of an Island,TRUE
1032,Is Mike Pence Waving a Confederate Flag in This Photo?,FALSE
1033,Was Winston-Salem Student Kendra Shanice Reid Murdered on Video?,FALSE
1034,Is This 'Social Distancing = Communism' Protest Sign Real?,TRUE
1035,Warning: Kay Jewelers Free Ring Gift,Mixture
1036,Did Kurt Cobain Predict a Donald Trump Presidency in 1993?,FALSE
1037,Nicky Hayden Death Hoax,FALSE
1038,Did Texas' Lt. Gov. Say 'There Are More Important Things Than Living'?,TRUE
1039,Chris Matthews Endorses Donald Trump,FALSE
1040,"Did the U.S. Government Purposely Poison 10,000 Americans During Prohibition?",Mixture
1041,Does This Video Capture a Man Miraculously Saving a Baby from Train Tracks?,FALSE
1042,Postal Worker Caught Destroying Absentee Trump Ballots in Major Swing State,FALSE
1043,Obama to Remove Statue of Liberty Because It Offends Muslims,FALSE
1044,Is This a New Killer Insect?,FALSE
1045,Is This Queen Elizabeth Wearing a Yellow Face Mask?,FALSE
1046,"If You See This on a Walmart Receipt, Should You Call the Police?",FALSE
1047,Sheep Walking Through Gate,FALSE
1048,Did an Iowa Man Get 16 Years in Prison for Burning an LGBT Rainbow Flag?,Mixture
1049,North American Blackout,FALSE
1050,Did NHS Warn Against Gwyneth Paltrow's COVID-19 Advice?,TRUE
1051,Scary Clowns Kill 23 People in Canada,FALSE
1052,Was White Supremacist Who Killed Protester a Democrat Who Visited Obama in Oval Office?,FALSE
1053,"Taco Bell Announcing Bankruptcy, All Stores Closing by 2018?",FALSE
1054,Does This Photograph Show a Seal Hugging a Beluga Whale?,FALSE
1055,Clinton Campaign Overcharging Poor Donors?,Mixture
1056,Offensive South Carolina Exit Poll,TRUE
1057,Does H.R. 6666 Require People to Be Vaccinated for COVID-19?,Mixture
1058,Were 39 Missing Children Found in a Trailer in Georgia?,Mixture
1059,Are CDC Guidelines for Reporting COVID-19 Deaths Artificially Inflating Numbers?,FALSE
1060,California Government Pays for Criminals to Take Vacations?,Mixture
1061,"Does Video Show Guns, Violence in Aftermath of Coronavirus Outbreak in China?",FALSE
1062,FALSE: Piglet Removed from Disney Stores,FALSE
1063,Is There a Link Between Major Hurricanes and 29 August?,FALSE
1064,Is Splenda Inadequately Tested and Unsafe?,FALSE
1065,Maggots Found in Similac Formula Powder?,Mixture
1066,Maxine Waters Has Shown Up to Only a Tenth of Congressional Meetings for 35 Years?,FALSE
1067,Were Food Companies Caught Using Aborted Babies in Flavor Additives?,FALSE
1068,Customer Reports Finding Rat Head in Popeyes Chicken,Mixture
1069,Did U.S. Special Forces Kill a Giant in Kandahar?,FALSE
1070,Racist Protesters Protected by Black Policeman?,TRUE
1071,Does This Picture Show a Shark Swimming Down a Highway After a Hurricane?,FALSE
1072,Does Pelosi Want 'Guaranteed Minimum Incomes' for 'Illegal Aliens' in Next COVID-19 Stimulus?,Mixture
1073,Did the Department of Energy Spend $737 Million to Benefit Ronald Pelosi?,Mixture
1074,National Security Agencies on High Alert After Trump Caught Telling Dangerous Lie,FALSE
1075,Did Dave Ramsey Say Those Needing Stimulus Checks 'Were Pretty Much Screwed Already'?,TRUE
1076,Are Fruit Stickers Edible?,Mixture
1077,Donald Trump Appoints Kanye West to Cabinet Position?,FALSE
1078,Did a Man Stuck 71 Hours in an Elevator Kill and Eat His Wife to Survive?,FALSE
1079,"Did Sanders Propose Raising Taxes to 52% on Incomes Over $29,000?",FALSE
1080,Did Trump Admin Remove CDC as Overseer of COVID-19 Hospital Data?,TRUE
1081,Did the Last Surviving WWII Veteran March Alone in Memorial Day Parade?,FALSE
1082,Maryland Doctor Who Treated Hillary Clinton for Blood Clot on Brain Mysteriously Dies,FALSE
1083,50-Foot Megalodon Captured on Video,FALSE
1084,Did Sinclair Lewis Say This About Fascism in America?,FALSE
1085,Amazing Behind-the-Back Tennis Return,TRUE
1086,Did Trump Post a Video with Biden Logo on a Coffin?,TRUE
1087,Photograph of Elijah Wood with Identical Twin Brother,FALSE
1088,"Gang Member Gold Plates Genitals, Dies",FALSE
1089,North Dakota Gives the Green Light to Shoot Indigenous Tribes on Sight,FALSE
1090,Did Paula White Have a Vision of Trump Riding Alongside Jesus on a Golden Horse?,FALSE
1091,"Two White Men Doused with Gasoline, Set on Fire by BLM",Mixture
1092,"No, Red Cross Is Not Offering Coronavirus Home Tests",FALSE
1093,"Did Trump Say He 'Tested Very Positively' for COVID-19, Meaning Negative?",TRUE
1094,Did Marilyn Monroe and Elizabeth Taylor Pose Together?,FALSE
1095,Budweiser 9/11 Tribute,TRUE
1096,Do Vampire Bats Practice 'Social Distancing' When Feeling Ill?,Mixture
1097,"No, mRNA COVID-19 Vaccines Do Not 'Alter Your DNA'",FALSE
1098,Do Tulsa Trump Rally Attendees Have To Sign COVID-19 Waiver?,TRUE
1099,Was Trump Caught on Hot Mic Insulting His Supporters?,FALSE
1100,Is This a Live Panda Flown from China to U.S. in Business Class?,FALSE
1101,Did a Portuguese Nurse Die Two Days After COVID-19 Vaccination?,Mixture
1102,Did President Trump Visit a Pediatric Cancer Patient During Israel Visit?,Mixture
1103,Can You Get a Free Coronavirus Test by Donating Blood?,Mixture
1104,Did HarperCollins Remove 45 Complete Verses from the NIV Bible?,Mixture
1105,Are There Problems with Voting Straight Ticket?,Mixture
1106,Ghostly Moth Saves Train,FALSE
1107,"Edward Mordrake, the Man with Two Faces",FALSE
1108,Did James Comey Take Millions from the Clinton Foundation?,Mixture
1109,"Did Scientists Cure Cancer, But No One Took Notice?",Mixture
1110,Do Bell Peppers Have Genders?,FALSE
1111,U.S. Government Ships Radioactive Milk to Black Communities as Part of a Genocide Plot?,FALSE
1112,Is This a Russian Pilot Flying Under a Bridge in 1965?,FALSE
1113,Racist Parents Allowed Their Child to Die?,Mixture
1114,Did Biden Say 120 Million People Had Died from COVID-19?,Mixture
1115,Did New York Pass an Abortion Bill Allowing Shooting Babies Through the Heart with Poison?,FALSE
1116,Has Child Prostitution Been Legalized in California?,Mixture
1117,Did Costco Post This Sarcastic Reply to a Customer on Facebook?,FALSE
1118,Klan Marches in North Carolina to Celebrate Trump Victory,FALSE
1119,Did George Soros Buy Up Marlin Firearms?,FALSE
1120,"Is Disneyland Abandoning California, Moving to Texas?",FALSE
1121,President Obama Is Giving Mexico $75 Million to Build a Southern Border Wall,Mixture
1122,Video: Black Protesters Targeted Whites in Milwaukee?,Mixture
1123,Can You Get Free Baby Formula During COVID-19 Crisis by Calling the Company?,FALSE
1124,Do Scented Candles Cause Cancer?,Mixture
1125,Fowl Play,FALSE
1126,Does This Video Show Biden Falling Asleep in an Interview?,FALSE
1127,Did a Man in Sweden Die From Penis Enhancement Surgery?,TRUE
1128,Open Letter to Donald Trump from Wharton School,Mixture
1129,Did FEMA Deny Aid to Harvey Victims Unless They Received Vaccinations?,FALSE
1130,Did Richard Branson Say Trump Spent a 2-Hour Lunch Speaking of Revenge?,TRUE
1131,Hillary Clinton Failed D.C. Bar Exam,TRUE
1132,Is This a Photo of Trump with Osama bin Laden?,FALSE
1133,Were Goodwill Execs Arrested After Years of Skimming Donated Goods Off the Top?,FALSE
1134,Does a Video Show the Effects of Drinking 24 Cans of Red Bull?,FALSE
1135,WikiLeaks Confirms Hillary Clinton Sold Weapons to ISIS?,Mixture
1136,Did President Trump Sign Visa-Free Travel Policies for Various Countries?,FALSE
1137,Is This a C. S. Lewis Quote from 1942?,FALSE
1138,Are Boston Public Schools Suspending Advanced Classes Because of Too Many White and Asian Students?,Mixture
1139,Did First COVID-19 Vaccine Recipient Suspiciously Appear in News Report Months Earlier?,FALSE
1140,Image of Donald Trump with No Wig or Makeup,FALSE
1141,Did Jared Kushner Scrub His Twitter Account After Manafort Indictment?,FALSE
1142,"Did Pelosi Use $15,000 Worth of Pens to Sign Articles of Impeachment?",FALSE
1143,Was Charles Lieber Arrested for Selling the COVID-19 Coronavirus to China?,Mixture
1144,Did Bill Clinton Fire His FBI Director One Day Before Vince Foster Died?,Mixture
1145,Did Trump Say He Might Sign an Exec Order Barring Biden Presidency?,Mixture
1146,Upstate New York Murder-Suicide Linked to Las Vegas Mass Shooting?,FALSE
1147,Did a Woman Set Her Husband on Fire for Raping Her 7-Year-Old Daughter?,Mixture
1148,Are Bees Born Fully Grown?,FALSE
1149,Did President Obama Plea Bargain Gun Trafficker Dontray Mills?,Mixture
1150,Did the Royal British Legion Stop Selling Poppies to Avoid Offending Minorities?,FALSE
1151,Is USPS Locking Mailboxes To Undermine 2020 Election?,Mixture
1152,Did Trump Say He Might Sign an Exec Order Barring Biden Presidency?,Mixture
1153,Did Kamala Harris Support Abortion Until the Time of Giving Birth?,Mixture
1154,Texas Maternal Mortality Rate Doubles After Reproductive Health Restrictions?,Mixture
1155,Does Watching Horror Movies Reduce Risk of Obesity?,Mixture
1156,Reverse Cavities and Heal Tooth Decay with Vitamin D,FALSE
1157,Muslim Man Slaps Christian Woman,FALSE
1158,U.S. Flags Exempt from Sales Taxes,Mixture
1159,Are These Petri Dishes Coughed On With and Without a Mask?,TRUE
1160,No Celebrities Will Perform at Trump Inauguration?,Mixture
1161,Was a Human-Lamb Hybrid Born in South Africa?,FALSE
1162,Can Animal Rescuers Be Prosecuted for Theft for Saving Animals from Harvey?,FALSE
1163,Is Amazon Suspending All Deliveries Except Medical Supplies?,Mixture
1164,Did a Netflix Film Poster Sexualize Young Girls?,TRUE
1165,Pride of Lions Kills Five Poachers and Injures Three Others in Zimbabwe,FALSE
1166,Did Chick-fil-A Give Free Food to Motorists Stranded in a Snowstorm?,TRUE
1167,Is Horseshoe Crab Blood Required for COVID-19 Vaccines?,Mixture
1168,"Pope Francis Shocks World, Endorses Hillary Clinton for President",FALSE
1169,"No, Keith Richards Is Not Dead",FALSE
1170,Pizza Vending Machines,Mixture
1171,Beyonc√© Knowles Death Hoax,FALSE
1172,Are Democratic Legislators 'Giddy' Over COVID-19 Economic Fallout?,FALSE
1173,Were WWE Staff Forced to Shoot Aggressive Wrestler After Child Climbed Into Steel Cage?,FALSE
1174,Was This Koala Rescued From a Bushfire in Australia?,Mixture
1175,Lunar Footprint Mystery,FALSE
1176,Is Trump International Hotel Handing Out Anti-CNN Petitions?,FALSE
1177,Is This a 1962 Vision of Life in 2022?,Mixture
1178,Are Vegetarians Safe from COVID-19?,FALSE
1179,Did Bill Clinton Hold Up LAX Air Traffic for a Haircut?,FALSE
1180,Does This Video Show Police Brutality in the US?,FALSE
1181,Rand Paul Tweeted That Purpose of Second Amendment Is to Shoot at Tyrannical Government?,Mixture
1182,So You Think You Know the Real Donald Trump?,Mixture
1183,Did a National Football League Coach Reverse a Decision to Sign Colin Kaepernick After a Presidential Call?,FALSE
1184,Did Trump Blame Obama for 'Bad' COVID-19 Tests?,TRUE
1185,Debbie Shwartz,FALSE
1186,"Did Obama Award Presidential Medal of Freedom to Weinstein, Weiner, Clinton, and Cosby?",Mixture
1187,Did 85 Babies Under Age 1 Test Positive for COVID-19 in Single Texas County?,Mixture
1188,Meteorologists Predict Record-Shattering Snowfall Coming Soon,FALSE
1189,Does a Walt Disney World Attraction Help People Pass Kidney Stones?,Mixture
1190,Will Posting This Notice Stop Facebook or Instagram from Making Your Posts Public?,FALSE
1191,Is Ireland Lowering Its Corporate Tax Rate?,FALSE
1192,Were Homeowners Encouraged to Burn Batteries to Prevent Chimney Soot?,TRUE
1193,Did Masai Tribespeople Donate 14 Cows to the United States After 9/11?,TRUE
1194,Did a New Jersey Town Forbid Residents From Criticizing Islam?,Mixture
1195,Steve Jobs Deathbed Speech,FALSE
1196,Has a City in Michigan Become the First in the U.S. to Fully Implement Sharia Law?,FALSE
1197,Brandenn Bremmer Suicide,Mixture
1198,Is FEMA Offering Hazard Pay Due to COVID-19?,FALSE
1199,Spam Oreos? Another Fake Flavor Goes Viral,FALSE
1200,Did the Last Surviving WWII Veteran March Alone in Memorial Day Parade?,FALSE
1201,Did Jennifer Aniston Criticize Gay Rights Activists Over Iwo Jima Comparisons?,FALSE
1202,Machine Voting Pens Switching Votes from Clinton to Trump?,Mixture
1203,Did Biden Say He Would Take the COVID-19 Vaccine in Public on TV?,TRUE
1204,Was a Family Cited for a Viking Funeral on a California Lake?,FALSE
1205,Did Michigan's Governor Ban the Sale of American Flags?,FALSE
1206,President Obama Is Giving Mexico $75 Million to Build a Southern Border Wall,Mixture
1207,Did Obama Sign a Bill Making Alternative Media Illegal?,Mixture
1208,Must All U.S. Businesses Accept Legal Tender as Payment?,FALSE
1209,Video Showing Bill Clinton Rape of 13-Year-Old Girl Plunges Presidential Race Into Chaos,FALSE
1210,Are These Troops Guarding the Lincoln Memorial?,TRUE
1211,Did Joe Biden Misremember Who Attacked Pearl Harbor?,FALSE
1212,Iran Blurs Photograph Showing Olympics Volleyball Player,FALSE
1213,Peer-Reviewed Study Proves All Recent Global Warming Fabricated by Climatologists?,FALSE
1214,Did Trumpís Tulsa Rally Result in 100% Positive COVID-19 Test Rates in Oklahoma?,FALSE
1215,Did a Group of Muslims Attack Welsh Bar Patrons for Drinking Beer?,FALSE
1216,Did Scott Walker Tweet a Year-Old Pizza Picture Twice?,TRUE
1217,President Trump Closed U.S. Airspace for the 4th of July?,FALSE
1218,Did Kamala Harris Prosecute Journalists Who Exposed Planned Parenthood?,FALSE
1219,Were Islamic Symbols Added to the White House Fence?,FALSE
1220,Is This a 1970s Anti-Marijuana Ad?,FALSE
1221,Was This Lung Removed from a COVID-19 Patient?,TRUE
1222,DAPL Routed Through Standing Rock After Bismarck Residents Said No?,Mixture
1223,Mike Brown Beating Video,FALSE
1224,Indian Woman Gives Birth to 11 Baby Boys,FALSE
1225,Did Kroger Receipt Include a Charge for Black Lives Matter?,FALSE
1226,Did London Mayor Sadiq Khan Defend 9/11 Terrorists?,FALSE
1227,Is Starbucks Opening a Roasting Facility in China?,TRUE
1228,Was a Mermaid Skeleton Found in Bulgaria?,FALSE
1229,Trump and Children Face $250 Million Tax Evasion Charges,Mixture
1230,The King of Denmark Wore a Yellow Star,FALSE
1231,Driverless Uber Runs Red Light?,TRUE
1232,Did Superman Advocate Respecting Diversity in the 1950s?,TRUE
1233,Did Trump Hold the Bible Upside Down?,FALSE
1234,Is Aldi Giving Away Free Groceries on Facebook?,FALSE
1235,President Obama Confirms He Will Refuse to Leave Office If Trump Is Elected,FALSE
1236,Kratom Banned by the DEA?,Mixture
1237,Did Colin Kaepernick Convert to Islam?,FALSE
1238,Authorities Authorize the Public to Legally Shoot and Kill Suspicious Clowns,FALSE
1239,Is This Photo of Trump Kissing Epstein Real?,FALSE
1240,Is This a Photo of the Lincoln Memorial After Being Defaced by Protesters?,FALSE
1241,Do Easter Island Heads Have Bodies?,TRUE
1242,Was the American Ambassador in Libya Raped Before Being Killed?,Mixture
1243,Mike Pence Blames Media for Trump Controversies?,FALSE
1244,Obama Fines ABC for Charlie Brown Christmas?,FALSE
1245,Would Breaking a Vaccine Vial Necessitate Evacuating a Building?,FALSE
1246,Was the Texas Church Shooter an Antifa Member Who Vowed to Start Civil War?,FALSE
1247,Will an Asteroid Hit Earth Right Before Election Day?,Mixture
1248,Can WD-40 Really Do All That?,Mixture
1249,Did 'Big Smoke Burger' Give a 50% Discount for Customers With COVID-19 Vaccination?,Mixture
1250,FALSE: 79-Year-Old Bird Watcher Takes Down Oregon Militant,FALSE
1251,RNC Reportedly Adopts Conversion Therapy as 2016 Platform Plank,Mixture
1252,Did CNN Mistake Tim Allen for Joel Osteen?,FALSE
1253,Texas Man Speaks About Black Lives Matter,TRUE
1254,Wisconsin to Eliminate All Food Assistance Programs Through 2019,FALSE
1255,Photograph of Hillary Clinton Slipping on Stairs Circulated as Proof of Poor Health,Mixture
1256,White House Admits Syria Missile Attack Was a Publicity Stunt to Make Trump Look Good?,FALSE
1257,Did a Florida Teen Die After Attending a Church 'COVID Party'?,Mixture
1258,Do Teens Spread COVID-19 As Fast As Adults?,Mixture
1259,Did President Trump Profit from the U.S. Missile Strike Against Syria?,Mixture
1260,Is This a Large Flock of Flamingos in a Venice Canal?,FALSE
1261,iPhone 7 Headphone Jack Controversy,Mixture
1262,Eiffel Tower Set Ablaze by Terrorists,FALSE
1263,Spanish Dancer Jellyfish,FALSE
1264,Did Fauci Lower His Mask at a Baseball Game?,TRUE
1265,Were Enormous Pyramids Just Discovered In Antarctica?,FALSE
1266,Do NASA Photographs Show Deforestation in North America?,FALSE
1267,Did All of the Patients in a Puerto Rican Intensive Care Unit Die?,Mixture
1268,"Does a Photograph Show Jerry Falwell, Jr. with His Pants Unzipped?",TRUE
1269,Did Henry Kissinger Say These Things About Donald Trump?,Mixture
1270,Two Burglars Sodomized for Five Straight Days?,FALSE
1271,72-Hour Challenge,FALSE
1272,Massive Stone Age Tunnel Stretches from Scotland to Turkey,Mixture
1273,Did CBS News Use Footage from Italy for New York COVID-19 Report?,TRUE
1274,15-Year-Old Killed Trespassing While Playing Pokemon Go,FALSE
1275,Did a Skydiver Survive Being Dragged by a 737?,FALSE
1276,FDA Approves Tranquilizer Dart Guns That Puts Kids to Sleep,FALSE
1277,"No, Dr. Denis Mukwege Didn't Say Coronavirus Cases Are Being Falsified",FALSE
1278,Was George Soros an SS Officer or Nazi Collaborator During World War II?,FALSE
1279,Cleveland Browns Forced to Issue Refunds to 90 Percent of Season Ticket Holders?,FALSE
1280,Kristian Saucier vs. Hillary Clinton,Mixture
1281,Yellowstone Lava Geyser,FALSE
1282,Are Democrats Trying To Remove the National Anthem from Sporting Events?,FALSE
1283,Did Trump Add 11.6M Jobs to U.S. Economy During Pandemic?,Mixture
1284,Anonymous OpKKK,Mixture
1285,Donald Trump Says Harriet Tubman Face Belongs on Foodstamps,FALSE
1286,African Billionaire Will Give $1 Million to Anyone Who Wants to Leave America If Donald Trump Is Elected President,FALSE
1287,France Covered Up Torture and Mutilation of Bataclan Victims,FALSE
1288,"Two White Men Doused with Gasoline, Set on Fire by BLM",Mixture
1289,UN Backs Secret Obama Takeover of Police,FALSE
1290,Did CBS News Use a 2016 Ukraine Photo in COVID-19 Coverage?,FALSE
1291,Does This Video Show an Octopus Walking on the Beach?,FALSE
1292,Kanye West Wanted for Jewelry Insurance Scam,FALSE
1293,Denzel Washington Switches to Trump,FALSE
1294,FALSE: Hedge Fund Manager Jared Price Won $1.6 Billion Powerball,FALSE
1295,Did Joe Biden Grope Stephanie Carter During a Government Ceremony?,FALSE
1296,Wisconsin Transgender Students Forced to Wear Green Bracelets?,Mixture
1297,Mexico-Guatemala Border Wall,FALSE
1298,Did the CDC Allege Anyone Entering a Hospital is ID'ed as a COVID-19 Case?,Mixture
1299,Did Musician Dr. Creep Predict the COVID Pandemic in a 2013 Song?,FALSE
1300,Was Clinton Foundation Investigator Kenneth McCormick Found Dead?,FALSE
1301,The Boy Who Harnessed the Wind,TRUE
1302,Levi Strauss Banned Guns From Stores?,Mixture
1303,Dad Posted Picture of Baby Holding Gun on Facebook Just Before She Shot Herself?,FALSE
1304,Is a Couple Having Sex in Front of Their Kids to Teach Them Where Babies Come From?,FALSE
1305,Did Trump Say He Might Sign an Exec Order Barring Biden Presidency?,Mixture
1306,Was Trump Caught Wearing His Mask Below His Nose?,Mixture
1307,Was Kirk Cameron Diagnosed With a Rare Form of Leprosy?,FALSE
1308,Donald Trump Congratulates Serena Williams,FALSE
1309,Are Robbers Subduing Victims with Perfume?,FALSE
1310,Responsible Drinking in Ireland,FALSE
1311,Did Trump Call McCain a Loser?,TRUE
1312,Is This Poplar Fluff Burning in Spain?,TRUE
1313,Are Non-Respirator Masks Ineffective at Protecting Against COVID-19?,FALSE
1314,Is This a Real Message Displayed at a COVID-19 Anti-Lockdown Protest?,TRUE
1315,Was a Chinese Restaurant in Florida Shuttered for Serving Dog Meat?,FALSE
1316,Did John McCain Cause a Fire Aboard the USS Forrestal that Killed 134 People?,FALSE
1317,"Harambe, A Dead Gorilla, Got Over 15,000 Votes for President of the United States",FALSE
1318,Did the US List Fictional Wakanda as a Trading Partner?,Mixture
1319,Are Thieves Handing Out Masks With Chemicals That Make You Pass Out?,FALSE
1320,Is This a Photograph of Wounded Female Veterans?,FALSE
1321,Adam Hilliker Detention Letter,Mixture
1322,Pat Robertson Says Husbands Must Boycott Sex with Wives Voting Hillary,FALSE
1323,Photograph of Elijah Wood with Identical Twin Brother,FALSE
1324,Lincoln and Kennedy Coincidences,FALSE
1325,Is This 'Avoiding the Future Plague' Video a Real PSA From the 1950s?,FALSE
1326,Did a U.S. Military Airplane Lost in 1945 Reappear 75 Years Later?,FALSE
1327,Dog Years vs. Human Years,Mixture
1328,Can You Defy Pandemic Shutdown Orders and Collect Damages?,FALSE
1329,Pence Recaptured After Fleeing Trump Campaign Bus?,FALSE
1330,Do Household Printers Leave an Invisible Tracking Code on All Your Printed Documents?,Mixture
1331,"No, a Hair Dryer Won't Stop Coronavirus",FALSE
1332,Was a Snake Dropped on a Family Barbecue By a Hawk?,FALSE
1333,Is Facebook Banning Livestreamed Music Events?,Mixture
1334,Chick-fil-A and Same-Sex Marriage,TRUE
1335,Did the Obamas Buy Controlling Interest in Home Depot?,FALSE
1336,Does Meme Accurately Compare US COVID Relief Funds to Other Countries'?,Mixture
1337,Did an Australian Military Veteran Beat Up Eight Muslims for Attacking His Wife?,Mixture
1338,Why Is Earth Day on April 22?,FALSE
1339,Justin Trudeau to Pardon All Prisoners Convicted of a Marijuana Offence,FALSE
1340,Soap in Bed Combats Leg Cramps?,Mixture
1341,Australia Becomes First Country to Begin Microchipping Its Public?,FALSE
1342,British Woman Discovers 12-Year-Old Afghan Foster Child Is 21-Year-Old Jihadi?,Mixture
1343,Hillary Clinton Is Actually Dead and Has Been Cloned,FALSE
1344,U.S. Army Memo Announces Preparations for Martial Law,FALSE
1345,Is This a 1918 Quarantine Ad for the Bell Telephone?,Mixture
1346,Obama to Ban Trucks After Nice Attack,FALSE
1347,Did Dale Earnhardt Sr. Remove Confederate Flag Sticker from Truck?,Mixture
1348,Did President Obama Award Jeffrey Epstein the Medal of Freedom?,FALSE
1349,Utility Pole Buried in Snow,Mixture
1350,Did Boys in China Die After Wearing Face Masks During Physical Exercise?,Mixture
1351,Did a Tattooed Jimi Hendrix Ride a Dune Buggy?,FALSE
1352,Teaching Boy Scouts to Shoot,FALSE
1353,Did Trump Ally Carl Paladino Say Michelle Obama Should Go Live in a Cave with a Gorilla?,TRUE
1354,Did the Trumps Invite Mostly White Children to the White House Easter Egg Roll?,Mixture
1355,Were Islamic Symbols Added to the White House Fence?,FALSE
1356,Eiffel Tower Set Ablaze by Terrorists,FALSE
1357,Harvard Study Reveals Just How Much Damage Instant Noodles Do to Your Body,Mixture
1358,Is Danica Roem the First Transgender State Legislator in the U.S.?,FALSE
1359,Kid Rock Death Hoax,FALSE
1360,Is This COVID-19 Mask Efficacy Chart Accurate?,Mixture
1361,Did CDC 'Quietly Update' COVID-19 Deaths To Say Only 6% Are Legitimate?,FALSE
1362,Abortion Rates Fall During Democratic Administrations and Rise During Republican Ones,FALSE
1363,Does This Video Show Hurricane Hanna Blowing Down Border Fencing?,FALSE
1364,Did a Man Spitefully Paint His Lawn Like a Flag?,FALSE
1365,Daily Debunker: Some Good News about the COVID-19 Outbreak,Mixture
1366,Donald Trump Donated $100k to Anti-Gay Hate Group Instead of Louisiana Flood Victims?,Mixture
1367,A Bad Lie,FALSE
1368,Why Are NFL Players on the Sidelines for the National Anthem?,Mixture
1369,Did JFK Use Marijuana as President?,Mixture
1370,Was Zomato Hit by Hackers?,TRUE
1371,Did Florida Residents Really Find Porn-Filled Easter Eggs in Mailboxes?,Mixture
1372,Do Coil Mattresses Cause Cancer by Amplifying Radio Waves?,FALSE
1373,9/11 Tear Drop Memorial,TRUE
1374,Man Catches Furry Trout in Wisconsin?,FALSE
1375,Was a Woman Killed by a Frozen Shaft of Urine?,FALSE
1376,Creflo Dollar Endorses Donald Trump,FALSE
1377,Were 6 Cops Killed in 10 Days at Protests in June 2020?,FALSE
